24, Local-gov, 69640, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-not-inc, 116508, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Federal-gov, 38434, Bachelors, 13, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, >50K
24, Private, 128477, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 91839, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, 7688, 0, 20, United-States, >50K
43, Private, 409922, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
49, Private, 185041, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Self-emp-not-inc, 103925, Bachelors, 13, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K
42, Self-emp-not-inc, 34037, Bachelors, 13, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 35, United-States, <=50K
31, Private, 251659, Some-college, 10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 1485, 55, ?, >50K
19, Private, 57145, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K
41, Private, 182108, Doctorate, 16, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
51, Self-emp-inc, 213296, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, <=50K
51, Self-emp-inc, 28765, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
63, Private, 37792, 10th, 6, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 31, United-States, <=50K
39, Federal-gov, 232036, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 33678, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
62, Without-pay, 159908, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 16, United-States, <=50K
27, Private, 176761, HS-grad, 9, Never-married, Craft-repair, Other-relative, Other, Male, 0, 0, 40, Nicaragua, <=50K
32, Private, 260954, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2042, 30, United-States, <=50K
37, Local-gov, 180342, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Local-gov, 324791, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 50, United-States, >50K
31, Private, 183801, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 43, United-States, >50K
42, Private, 204235, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 249720, Assoc-voc, 11, Married-spouse-absent, Sales, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
60, Private, 127084, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 2042, 34, United-States, <=50K
42, Local-gov, 201495, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 72, United-States, >50K
38, Private, 447346, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 36, United-States, >50K
24, Private, 206008, Assoc-acdm, 12, Never-married, Prof-specialty, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
34, Private, 286020, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, <=50K
20, ?, 99891, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, United-States, <=50K
29, Local-gov, 169544, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 48, United-States, <=50K
90, Private, 313749, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
55, Private, 89182, 12th, 8, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Italy, <=50K
36, Private, 258102, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 255466, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
50, Private, 38795, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 311907, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
54, Private, 171924, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K
26, Private, 164488, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 10, United-States, <=50K
44, Private, 297991, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 50, United-States, <=50K
28, Private, 478315, Bachelors, 13, Never-married, Prof-specialty, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
54, Local-gov, 34832, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
21, Private, 67804, 9th, 5, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
24, Private, 34568, Assoc-voc, 11, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 47151, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 56, United-States, <=50K
59, ?, 120617, Some-college, 10, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
41, Private, 318046, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, >50K
29, Private, 363963, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 92811, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 33678, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, >50K
42, Private, 66118, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 160474, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 30, United-States, >50K
44, Private, 159960, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 242987, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Columbia, <=50K
61, Private, 232719, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
65, Local-gov, 103153, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1411, 40, United-States, <=50K
45, Local-gov, 162187, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 207391, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Never-worked, 176673, HS-grad, 9, Married-civ-spouse, ?, Wife, Black, Female, 0, 0, 40, United-States, <=50K
34, Private, 356882, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
24, Private, 427686, 1st-4th, 2, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
42, Self-emp-inc, 191196, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, ?, >50K
37, Private, 377798, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 40, United-States, >50K
36, Private, 43712, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, ?, 205939, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 161691, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 2559, 40, United-States, >50K
34, Private, 346034, 12th, 8, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male, 0, 0, 35, Mexico, <=50K
41, Private, 144460, Some-college, 10, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, Italy, <=50K
18, Never-worked, 153663, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 4, United-States, <=50K
26, Private, 262617, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
23, Federal-gov, 173851, HS-grad, 9, Never-married, Armed-Forces, Not-in-family, White, Male, 0, 0, 8, United-States, <=50K
63, ?, 126540, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 5, United-States, <=50K
34, Private, 117963, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 219737, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
37, Private, 328466, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 72, Mexico, <=50K
54, State-gov, 138852, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Local-gov, 195532, Some-college, 10, Never-married, Protective-serv, Other-relative, White, Female, 0, 0, 43, United-States, <=50K
32, Private, 188246, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, State-gov, 138162, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, State-gov, 110714, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 37, United-States, <=50K
48, Private, 123075, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
28, Private, 330466, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Hong, <=50K
31, Private, 254304, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
28, Private, 435842, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 118657, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 278188, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
26, Private, 233777, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 72, Mexico, <=50K
37, Self-emp-inc, 328466, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
24, Private, 176580, 5th-6th, 3, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
18, ?, 156608, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 25, United-States, <=50K
32, Private, 172415, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
23, Private, 194951, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 55, Ireland, <=50K
33, Local-gov, 318921, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
49, Private, 189462, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
75, Self-emp-not-inc, 192813, Masters, 14, Widowed, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
74, Self-emp-not-inc, 199136, Bachelors, 13, Widowed, Craft-repair, Not-in-family, White, Male, 15831, 0, 8, Germany, >50K
26, Private, 156805, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
66, ?, 93318, HS-grad, 9, Widowed, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 121966, Bachelors, 13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
18, Private, 347336, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, United-States, <=50K
33, Private, 205950, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, State-gov, 212143, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
44, Private, 187821, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K
36, Private, 250807, 11th, 7, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
53, Private, 291755, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 36077, 7th-8th, 4, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 119793, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, <=50K
36, Private, 184655, 10th, 6, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 48, United-States, <=50K
35, Private, 162256, Assoc-voc, 11, Divorced, Adm-clerical, Not-in-family, White, Female, 6849, 0, 40, United-States, <=50K
45, Self-emp-not-inc, 204405, Assoc-voc, 11, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 20, United-States, <=50K
23, Private, 133355, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 15, United-States, <=50K
35, Private, 89559, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
34, Private, 115066, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, >50K
46, Private, 139514, Preschool, 1, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male, 0, 0, 75, Dominican-Republic, <=50K
58, State-gov, 200316, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Local-gov, 166502, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
63, Private, 226422, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 251305, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 190482, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 76, United-States, <=50K
41, Private, 122215, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
42, Private, 248356, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
90, Local-gov, 214594, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, White, Male, 2653, 0, 40, United-States, <=50K
41, Private, 220460, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 174043, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
53, Self-emp-not-inc, 137547, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 27828, 0, 40, Philippines, >50K
49, Self-emp-not-inc, 111959, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, Scotland, >50K
51, Private, 40641, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
22, Private, 205940, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 265077, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Private, 395736, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 306225, HS-grad, 9, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Japan, <=50K
28, Private, 180299, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K
39, Private, 214896, HS-grad, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 40, El-Salvador, <=50K
25, Private, 273792, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 37, United-States, <=50K
48, State-gov, 224474, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
62, Private, 271431, 9th, 5, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 42, United-States, <=50K
44, Local-gov, 150171, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
28, Federal-gov, 381789, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
62, Private, 170984, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 108256, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Federal-gov, 23789, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, >50K
20, Private, 176321, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 20, United-States, <=50K
40, Private, 260425, Assoc-acdm, 12, Separated, Tech-support, Unmarried, White, Female, 1471, 0, 32, United-States, <=50K
47, Private, 248059, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 47, United-States, >50K
60, Private, 56248, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 199763, HS-grad, 9, Separated, Protective-serv, Not-in-family, White, Male, 0, 0, 81, United-States, <=50K
18, Private, 200047, 12th, 8, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 35, United-States, <=50K
43, Private, 191712, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1741, 40, United-States, <=50K
31, Self-emp-not-inc, 156033, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
22, Private, 173736, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
56, Private, 135458, HS-grad, 9, Divorced, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
41, Private, 185660, HS-grad, 9, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 222005, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, United-States, <=50K
42, Private, 161510, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 40, United-States, >50K
53, Local-gov, 186303, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1887, 40, United-States, >50K
52, Local-gov, 143533, 7th-8th, 4, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
42, Private, 288154, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 89, United-States, >50K
48, Private, 325372, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Portugal, <=50K
35, Private, 379959, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 168387, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 234640, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
33, Private, 232475, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, <=50K
30, Private, 205152, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 112115, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 183854, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
26, Private, 164386, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 48, United-States, <=50K
61, Private, 149620, Some-college, 10, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
45, Private, 199590, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, ?, <=50K
29, Private, 83742, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
57, Self-emp-not-inc, 65080, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
33, Private, 191335, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 50, United-States, >50K
20, Private, 227778, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 56, United-States, <=50K
26, Private, 48280, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 66304, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
23, Private, 45834, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
31, Private, 298995, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 35, United-States, <=50K
47, Private, 161950, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
61, Private, 98776, 11th, 7, Widowed, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
35, Private, 102268, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 180771, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female, 0, 0, 35, Mexico, <=50K
20, ?, 203992, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 206878, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
39, Federal-gov, 110622, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
51, Local-gov, 203334, Doctorate, 16, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
61, Self-emp-not-inc, 50483, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 56, United-States, <=50K
51, Private, 274502, 7th-8th, 4, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
36, Private, 208068, Preschool, 1, Divorced, Other-service, Not-in-family, Other, Male, 0, 0, 72, Mexico, <=50K
41, Self-emp-not-inc, 168098, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 213307, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Female, 7443, 0, 35, United-States, <=50K
25, Private, 175128, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 40955, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
19, Private, 60890, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 49, United-States, <=50K
66, Self-emp-not-inc, 102686, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, >50K
23, Private, 190273, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Self-emp-not-inc, 176185, Some-college, 10, Married-spouse-absent, Craft-repair, Own-child, White, Male, 0, 0, 60, United-States, >50K
53, Private, 304504, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 45, United-States, >50K
25, Private, 390657, Some-college, 10, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
18, Private, 41381, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 1602, 20, United-States, <=50K
51, Private, 101432, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 190682, HS-grad, 9, Widowed, Craft-repair, Not-in-family, Black, Female, 0, 1669, 50, United-States, <=50K
53, Private, 158993, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K
17, Private, 117798, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
61, Private, 137554, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Self-emp-inc, 71556, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, ?, >50K
38, Private, 257416, 9th, 5, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
40, Private, 195617, Some-college, 10, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
32, Private, 236318, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 32, United-States, <=50K
46, Private, 42251, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
50, Private, 257933, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 109133, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
30, Self-emp-not-inc, 261943, 11th, 7, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 30, Honduras, <=50K
33, Private, 139057, Masters, 14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 0, 0, 50, United-States, >50K
36, Private, 237943, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K
85, Private, 98611, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 3, Poland, <=50K
62, Private, 128092, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
24, Private, 284317, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 32, United-States, <=50K
48, Self-emp-inc, 185041, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 50, United-States, >50K
58, Local-gov, 223214, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-inc, 173664, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
66, Private, 269665, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
37, Private, 121521, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States, >50K
55, Private, 199713, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
39, Self-emp-not-inc, 193689, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
58, Self-emp-inc, 181974, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 99, ?, <=50K
